antecedents,consequents,support,confidence,lift
{np.str_('Pasta')},{np.str_('Salad')},0.143,0.76,1.44
{np.str_('Pizza')},{np.str_('Sandwich')},0.124,0.89,1.33
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('Coke')},0.013,0.56,1.13
"{np.str_('Sandwich'), np.str_('Salad')}",{np.str_('Fries')},0.078,0.81,0.89
"{np.str_('Pizza'), np.str_('Soup')}",{np.str_('Burger')},0.118,0.75,1.03
{np.str_('Fries')},{np.str_('IceCream')},0.237,0.46,1.06
"{np.str_('Ketchup'), np.str_('Pasta')}",{np.str_('Pizza')},0.186,0.68,1.37
{np.str_('Pasta')},{np.str_('Fries')},0.071,0.42,0.94
{np.str_('Salad')},{np.str_('IceCream')},0.088,0.25,1.18
{np.str_('Ketchup')},{np.str_('Pizza')},0.293,0.3,0.92
{np.str_('Ketchup')},{np.str_('Burger')},0.175,0.85,0.9
{np.str_('Fries')},{np.str_('Sandwich')},0.034,0.58,1.09
{np.str_('Coke')},{np.str_('IceCream')},0.18,0.73,0.94
{np.str_('Pasta')},{np.str_('Burger')},0.079,0.78,1.32
{np.str_('Ketchup')},{np.str_('Sandwich')},0.129,0.55,0.84
"{np.str_('Soup'), np.str_('Sandwich')}",{np.str_('Ketchup')},0.136,0.63,0.95
{np.str_('Pizza')},{np.str_('Sandwich')},0.166,0.68,1.14
"{np.str_('Burger'), np.str_('Coke')}",{np.str_('Ketchup')},0.065,0.57,1.44
"{np.str_('Pasta'), np.str_('Soup')}",{np.str_('Burger')},0.104,0.72,1.12
"{np.str_('Fries'), np.str_('Pasta')}",{np.str_('Coke')},0.047,0.84,1.03
"{np.str_('Burger'), np.str_('Sandwich')}",{np.str_('Pasta')},0.096,0.44,1.38
"{np.str_('Burger'), np.str_('IceCream')}",{np.str_('Pasta')},0.057,0.69,1.19
{np.str_('Burger')},{np.str_('Salad')},0.25,0.43,0.86
"{np.str_('Pizza'), np.str_('Soup')}",{np.str_('Burger')},0.038,0.24,0.89
{np.str_('Fries')},{np.str_('Pizza')},0.013,0.39,1.49
"{np.str_('Ketchup'), np.str_('Pasta')}",{np.str_('Pizza')},0.041,0.53,0.87
"{np.str_('Sandwich'), np.str_('Salad')}",{np.str_('IceCream')},0.078,0.7,0.84
{np.str_('Sandwich')},{np.str_('Pizza')},0.293,0.18,1.37
"{np.str_('Fries'), np.str_('Pasta')}",{np.str_('Coke')},0.113,0.27,0.95
{np.str_('Pizza')},{np.str_('Pasta')},0.299,0.89,0.93
{np.str_('Salad')},{np.str_('Soup')},0.296,0.28,1.42
"{np.str_('Pasta'), np.str_('Soup')}",{np.str_('Ketchup')},0.276,0.14,0.96
"{np.str_('Fries'), np.str_('Salad')}",{np.str_('Pizza')},0.178,0.8,1.09
{np.str_('Salad')},{np.str_('Soup')},0.054,0.43,0.82
"{np.str_('Ketchup'), np.str_('Pasta')}",{np.str_('IceCream')},0.222,0.86,1.42
{np.str_('Burger')},{np.str_('Sandwich')},0.156,0.82,1.36
"{np.str_('Ketchup'), np.str_('IceCream')}",{np.str_('Soup')},0.238,0.48,1.11
{np.str_('Burger')},{np.str_('Coke')},0.144,0.25,1.01
{np.str_('Fries')},{np.str_('Pasta')},0.189,0.12,1.26
"{np.str_('Ketchup'), np.str_('Pasta')}",{np.str_('Sandwich')},0.179,0.7,1.26
{np.str_('Fries')},{np.str_('Pasta')},0.064,0.26,1.22
{np.str_('Soup')},{np.str_('Sandwich')},0.061,0.81,1.15
"{np.str_('Burger'), np.str_('Coke')}",{np.str_('Pasta')},0.097,0.72,0.92
{np.str_('Ketchup')},{np.str_('IceCream')},0.136,0.2,1.47
"{np.str_('Ketchup'), np.str_('IceCream')}",{np.str_('Sandwich')},0.155,0.89,0.84
{np.str_('Pizza')},{np.str_('Burger')},0.272,0.48,1.09
"{np.str_('Pizza'), np.str_('Burger')}",{np.str_('Coke')},0.063,0.8,1.17
"{np.str_('Coke'), np.str_('Salad')}",{np.str_('Pizza')},0.092,0.84,0.97
{np.str_('Soup')},{np.str_('Coke')},0.06,0.73,1.32
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('IceCream')},0.107,0.66,0.89
"{np.str_('Ketchup'), np.str_('Burger')}",{np.str_('Sandwich')},0.032,0.55,1.05
"{np.str_('Burger'), np.str_('IceCream')}",{np.str_('Fries')},0.106,0.48,0.96
"{np.str_('Burger'), np.str_('Soup')}",{np.str_('Coke')},0.026,0.47,1.13
{np.str_('Sandwich')},{np.str_('Pizza')},0.297,0.69,1.03
{np.str_('Salad')},{np.str_('Burger')},0.152,0.25,1.22
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('Soup')},0.248,0.62,1.12
"{np.str_('Pasta'), np.str_('Sandwich')}",{np.str_('Pizza')},0.013,0.76,1.0
{np.str_('Salad')},{np.str_('Fries')},0.137,0.5,1.49
"{np.str_('Fries'), np.str_('Pizza')}",{np.str_('Coke')},0.229,0.29,1.33
{np.str_('IceCream')},{np.str_('Pizza')},0.237,0.12,1.21
{np.str_('Sandwich')},{np.str_('Burger')},0.258,0.19,1.44
"{np.str_('Burger'), np.str_('Soup')}",{np.str_('Salad')},0.261,0.49,0.84
"{np.str_('Pizza'), np.str_('IceCream')}",{np.str_('Fries')},0.136,0.9,1.29
"{np.str_('IceCream'), np.str_('Salad')}",{np.str_('Burger')},0.127,0.17,0.82
"{np.str_('Sandwich'), np.str_('Salad')}",{np.str_('Coke')},0.278,0.81,1.13
{np.str_('IceCream')},{np.str_('Coke')},0.12,0.33,1.47
"{np.str_('Fries'), np.str_('IceCream')}",{np.str_('Pizza')},0.038,0.63,1.11
{np.str_('Sandwich')},{np.str_('Coke')},0.014,0.36,0.92
{np.str_('IceCream')},{np.str_('Sandwich')},0.013,0.62,1.26
{np.str_('Soup')},{np.str_('Pizza')},0.157,0.82,1.23
"{np.str_('Fries'), np.str_('Salad')}",{np.str_('Burger')},0.276,0.48,0.89
{np.str_('Pasta')},{np.str_('Pizza')},0.074,0.17,1.12
"{np.str_('Pasta'), np.str_('IceCream')}",{np.str_('Coke')},0.048,0.18,1.1
{np.str_('Burger')},{np.str_('Soup')},0.172,0.69,0.8
{np.str_('Ketchup')},{np.str_('Sandwich')},0.268,0.44,1.19
"{np.str_('IceCream'), np.str_('Salad')}",{np.str_('Pasta')},0.045,0.63,0.81
{np.str_('Soup')},{np.str_('IceCream')},0.085,0.17,1.49
"{np.str_('Soup'), np.str_('Salad')}",{np.str_('Ketchup')},0.144,0.13,1.45
"{np.str_('Fries'), np.str_('Soup')}",{np.str_('Pizza')},0.155,0.73,1.06
"{np.str_('Coke'), np.str_('Burger')}",{np.str_('Soup')},0.074,0.46,1.5
"{np.str_('Pasta'), np.str_('Soup')}",{np.str_('Fries')},0.255,0.76,1.39
"{np.str_('Pizza'), np.str_('Sandwich')}",{np.str_('IceCream')},0.17,0.14,1.35
"{np.str_('Burger'), np.str_('Soup')}",{np.str_('Sandwich')},0.228,0.24,1.13
{np.str_('Ketchup')},{np.str_('Burger')},0.206,0.9,1.35
{np.str_('Pizza')},{np.str_('Salad')},0.208,0.15,0.83
"{np.str_('Soup'), np.str_('IceCream')}",{np.str_('Sandwich')},0.195,0.29,1.45
{np.str_('Pizza')},{np.str_('Pasta')},0.193,0.88,1.4
"{np.str_('Pizza'), np.str_('Burger')}",{np.str_('Fries')},0.263,0.42,0.84
{np.str_('IceCream')},{np.str_('Pasta')},0.167,0.19,1.03
"{np.str_('Fries'), np.str_('Sandwich')}",{np.str_('Pizza')},0.05,0.88,1.13
{np.str_('Fries')},{np.str_('IceCream')},0.071,0.73,1.03
"{np.str_('Fries'), np.str_('Burger')}",{np.str_('Salad')},0.107,0.77,0.83
{np.str_('Pizza')},{np.str_('Pasta')},0.023,0.23,1.22
"{np.str_('Coke'), np.str_('Salad')}",{np.str_('Pasta')},0.241,0.36,1.1
{np.str_('Salad')},{np.str_('Fries')},0.243,0.15,1.17
"{np.str_('Ketchup'), np.str_('Burger')}",{np.str_('Coke')},0.215,0.9,1.07
{np.str_('Salad')},{np.str_('Coke')},0.099,0.58,1.07
"{np.str_('Burger'), np.str_('Sandwich')}",{np.str_('Salad')},0.046,0.79,1.28
{np.str_('Soup')},{np.str_('Sandwich')},0.285,0.14,1.33
{np.str_('Sandwich')},{np.str_('Fries')},0.118,0.18,1.33
{np.str_('Ketchup')},{np.str_('IceCream')},0.292,0.87,1.43
"{np.str_('Burger'), np.str_('Salad')}",{np.str_('Sandwich')},0.252,0.56,1.11
{np.str_('Salad')},{np.str_('Soup')},0.171,0.49,1.39
"{np.str_('Pasta'), np.str_('Soup')}",{np.str_('Fries')},0.291,0.25,1.43
{np.str_('Pizza')},{np.str_('Soup')},0.206,0.52,0.87
{np.str_('Pasta')},{np.str_('Burger')},0.153,0.63,0.96
{np.str_('Coke')},{np.str_('Salad')},0.227,0.52,0.94
"{np.str_('Ketchup'), np.str_('Soup')}",{np.str_('Burger')},0.157,0.68,1.36
{np.str_('Sandwich')},{np.str_('Salad')},0.097,0.4,1.37
"{np.str_('IceCream'), np.str_('Sandwich')}",{np.str_('Ketchup')},0.084,0.26,1.41
{np.str_('Coke')},{np.str_('Sandwich')},0.112,0.21,1.19
"{np.str_('Pizza'), np.str_('Fries')}",{np.str_('Coke')},0.014,0.82,1.28
"{np.str_('Coke'), np.str_('Pasta')}",{np.str_('Burger')},0.2,0.34,1.33
"{np.str_('Ketchup'), np.str_('Sandwich')}",{np.str_('Pasta')},0.132,0.84,1.29
{np.str_('Coke')},{np.str_('Pizza')},0.077,0.29,1.31
{np.str_('Pizza')},{np.str_('Pasta')},0.108,0.11,1.49
{np.str_('Sandwich')},{np.str_('Ketchup')},0.044,0.53,0.88
{np.str_('Pizza')},{np.str_('Pasta')},0.299,0.12,1.01
{np.str_('IceCream')},{np.str_('Coke')},0.244,0.78,1.47
{np.str_('Salad')},{np.str_('Pasta')},0.288,0.76,1.13
{np.str_('Sandwich')},{np.str_('Salad')},0.022,0.24,1.34
{np.str_('Pizza')},{np.str_('Salad')},0.243,0.69,1.35
"{np.str_('Coke'), np.str_('IceCream')}",{np.str_('Fries')},0.117,0.6,1.15
{np.str_('Soup')},{np.str_('Burger')},0.078,0.83,1.35
{np.str_('Sandwich')},{np.str_('IceCream')},0.124,0.21,1.21
{np.str_('Salad')},{np.str_('IceCream')},0.233,0.24,0.97
"{np.str_('Burger'), np.str_('IceCream')}",{np.str_('Ketchup')},0.234,0.8,1.33
{np.str_('Soup')},{np.str_('Salad')},0.029,0.57,0.85
"{np.str_('Coke'), np.str_('Soup')}",{np.str_('Pasta')},0.277,0.16,1.47
{np.str_('Salad')},{np.str_('Burger')},0.184,0.85,1.18
"{np.str_('Pasta'), np.str_('Sandwich')}",{np.str_('Burger')},0.289,0.51,0.81
{np.str_('Burger')},{np.str_('Ketchup')},0.212,0.42,1.31
{np.str_('IceCream')},{np.str_('Pizza')},0.033,0.62,1.44
{np.str_('Burger')},{np.str_('Sandwich')},0.168,0.25,0.9
"{np.str_('Ketchup'), np.str_('Soup')}",{np.str_('Salad')},0.294,0.54,1.43
{np.str_('Fries')},{np.str_('Soup')},0.034,0.75,1.48
{np.str_('Salad')},{np.str_('IceCream')},0.148,0.37,1.09
{np.str_('Soup')},{np.str_('Pasta')},0.141,0.3,0.83
{np.str_('Salad')},{np.str_('Pasta')},0.043,0.85,1.28
"{np.str_('Pasta'), np.str_('IceCream')}",{np.str_('Pizza')},0.101,0.35,0.87
"{np.str_('Fries'), np.str_('Pasta')}",{np.str_('Coke')},0.25,0.86,1.02
"{np.str_('Sandwich'), np.str_('Salad')}",{np.str_('Coke')},0.23,0.39,1.26
{np.str_('Sandwich')},{np.str_('Pasta')},0.026,0.85,0.95
{np.str_('Burger')},{np.str_('Salad')},0.243,0.61,1.2
"{np.str_('Soup'), np.str_('Sandwich')}",{np.str_('Fries')},0.265,0.34,1.32
"{np.str_('Fries'), np.str_('Pizza')}",{np.str_('IceCream')},0.152,0.59,1.42
{np.str_('Burger')},{np.str_('Soup')},0.255,0.83,1.25
{np.str_('IceCream')},{np.str_('Salad')},0.262,0.72,0.8
{np.str_('Coke')},{np.str_('Soup')},0.142,0.47,1.35
"{np.str_('Fries'), np.str_('Burger')}",{np.str_('Sandwich')},0.178,0.65,1.48
{np.str_('Coke')},{np.str_('IceCream')},0.264,0.34,1.32
{np.str_('Burger')},{np.str_('Ketchup')},0.269,0.7,1.2
{np.str_('Burger')},{np.str_('Pizza')},0.058,0.68,0.93
{np.str_('Fries')},{np.str_('Salad')},0.073,0.81,0.89
{np.str_('Pasta')},{np.str_('Salad')},0.163,0.33,0.91
"{np.str_('Fries'), np.str_('Soup')}",{np.str_('Sandwich')},0.198,0.14,1.04
{np.str_('Pizza')},{np.str_('IceCream')},0.121,0.23,0.98
"{np.str_('Fries'), np.str_('Coke')}",{np.str_('Ketchup')},0.12,0.2,0.97
"{np.str_('Pasta'), np.str_('Salad')}",{np.str_('Soup')},0.29,0.25,0.81
"{np.str_('Soup'), np.str_('Salad')}",{np.str_('Sandwich')},0.044,0.83,1.14
"{np.str_('Ketchup'), np.str_('IceCream')}",{np.str_('Pasta')},0.195,0.49,1.16
{np.str_('Pasta')},{np.str_('Burger')},0.067,0.63,1.39
"{np.str_('Coke'), np.str_('Sandwich')}",{np.str_('Fries')},0.025,0.29,1.28
"{np.str_('Ketchup'), np.str_('Coke')}",{np.str_('IceCream')},0.035,0.69,1.06
"{np.str_('Pizza'), np.str_('Burger')}",{np.str_('Fries')},0.092,0.24,1.3
{np.str_('Fries')},{np.str_('Sandwich')},0.173,0.26,0.97
"{np.str_('Burger'), np.str_('Coke')}",{np.str_('Pizza')},0.205,0.2,1.5
{np.str_('IceCream')},{np.str_('Coke')},0.192,0.5,1.48
{np.str_('Sandwich')},{np.str_('Salad')},0.208,0.27,1.13
{np.str_('Fries')},{np.str_('Pizza')},0.135,0.16,1.47
"{np.str_('Pizza'), np.str_('Ketchup')}",{np.str_('Soup')},0.05,0.36,0.97
"{np.str_('Coke'), np.str_('Pasta')}",{np.str_('Ketchup')},0.105,0.71,1.12
"{np.str_('Sandwich'), np.str_('Salad')}",{np.str_('Coke')},0.281,0.77,0.84
"{np.str_('Pizza'), np.str_('Coke')}",{np.str_('Soup')},0.197,0.45,0.95
"{np.str_('Ketchup'), np.str_('Sandwich')}",{np.str_('IceCream')},0.094,0.48,1.2
{np.str_('Sandwich')},{np.str_('Coke')},0.062,0.22,0.95
"{np.str_('Ketchup'), np.str_('Soup')}",{np.str_('IceCream')},0.297,0.65,0.84
{np.str_('Coke')},{np.str_('Pasta')},0.074,0.71,1.17
"{np.str_('Burger'), np.str_('Soup')}",{np.str_('Sandwich')},0.245,0.27,1.13
"{np.str_('Fries'), np.str_('IceCream')}",{np.str_('Burger')},0.043,0.76,1.29
"{np.str_('Coke'), np.str_('Soup')}",{np.str_('Burger')},0.267,0.55,1.2
"{np.str_('Fries'), np.str_('Soup')}",{np.str_('Burger')},0.277,0.39,1.48
"{np.str_('Ketchup'), np.str_('Sandwich')}",{np.str_('Pasta')},0.265,0.58,1.13
{np.str_('Salad')},{np.str_('Sandwich')},0.242,0.2,0.81
"{np.str_('Burger'), np.str_('Salad')}",{np.str_('Pasta')},0.036,0.68,1.33
"{np.str_('Pasta'), np.str_('Sandwich')}",{np.str_('IceCream')},0.185,0.55,1.33
{np.str_('Pasta')},{np.str_('Soup')},0.153,0.19,1.27
"{np.str_('Fries'), np.str_('Soup')}",{np.str_('Coke')},0.122,0.55,1.11
"{np.str_('Burger'), np.str_('IceCream')}",{np.str_('Coke')},0.198,0.9,1.42
"{np.str_('Coke'), np.str_('Burger')}",{np.str_('Soup')},0.156,0.51,1.39
"{np.str_('Sandwich'), np.str_('Salad')}",{np.str_('IceCream')},0.088,0.82,0.99
{np.str_('Coke')},{np.str_('Soup')},0.026,0.7,0.93
{np.str_('IceCream')},{np.str_('Soup')},0.079,0.51,1.21
"{np.str_('Pasta'), np.str_('Salad')}",{np.str_('Sandwich')},0.117,0.74,1.0
{np.str_('Sandwich')},{np.str_('Salad')},0.23,0.88,1.28
"{np.str_('Ketchup'), np.str_('Sandwich')}",{np.str_('Burger')},0.065,0.73,1.1
{np.str_('Pizza')},{np.str_('Soup')},0.204,0.19,1.41
{np.str_('Salad')},{np.str_('Sandwich')},0.281,0.58,1.02
"{np.str_('Burger'), np.str_('Salad')}",{np.str_('Sandwich')},0.281,0.88,1.07
{np.str_('Pizza')},{np.str_('Soup')},0.281,0.18,1.45
"{np.str_('Fries'), np.str_('Sandwich')}",{np.str_('Coke')},0.027,0.15,1.01
{np.str_('Burger')},{np.str_('Coke')},0.138,0.73,1.13
"{np.str_('Fries'), np.str_('Soup')}",{np.str_('IceCream')},0.078,0.39,0.99
{np.str_('Soup')},{np.str_('Ketchup')},0.215,0.46,1.37
"{np.str_('Coke'), np.str_('Soup')}",{np.str_('Pasta')},0.035,0.34,1.08
"{np.str_('Burger'), np.str_('Salad')}",{np.str_('Coke')},0.144,0.5,1.01
{np.str_('Pasta')},{np.str_('Salad')},0.129,0.69,1.42
"{np.str_('Pizza'), np.str_('Sandwich')}",{np.str_('Fries')},0.133,0.48,0.99
{np.str_('Coke')},{np.str_('Ketchup')},0.281,0.52,0.86
"{np.str_('Pizza'), np.str_('Soup')}",{np.str_('Coke')},0.108,0.53,1.44
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('Burger')},0.141,0.1,1.05
{np.str_('Ketchup')},{np.str_('IceCream')},0.154,0.63,1.29
{np.str_('Sandwich')},{np.str_('IceCream')},0.153,0.4,1.43
{np.str_('Soup')},{np.str_('Pizza')},0.1,0.29,1.25
"{np.str_('Fries'), np.str_('Soup')}",{np.str_('Coke')},0.112,0.89,1.01
"{np.str_('Burger'), np.str_('Soup')}",{np.str_('Coke')},0.253,0.77,1.31
"{np.str_('IceCream'), np.str_('Salad')}",{np.str_('Pizza')},0.272,0.77,0.96
"{np.str_('Burger'), np.str_('Soup')}",{np.str_('Sandwich')},0.293,0.36,0.8
"{np.str_('Soup'), np.str_('Salad')}",{np.str_('Pizza')},0.112,0.48,1.38
{np.str_('IceCream')},{np.str_('Pasta')},0.219,0.21,1.43
{np.str_('Salad')},{np.str_('Sandwich')},0.196,0.5,0.87
{np.str_('Soup')},{np.str_('Burger')},0.131,0.21,0.98
"{np.str_('Burger'), np.str_('Salad')}",{np.str_('Pizza')},0.29,0.74,0.88
"{np.str_('Fries'), np.str_('Pasta')}",{np.str_('Ketchup')},0.077,0.34,0.89
"{np.str_('Ketchup'), np.str_('Coke')}",{np.str_('Burger')},0.027,0.53,1.26
"{np.str_('IceCream'), np.str_('Sandwich')}",{np.str_('Coke')},0.049,0.14,1.39
"{np.str_('Burger'), np.str_('Coke')}",{np.str_('Pizza')},0.192,0.63,0.93
{np.str_('Fries')},{np.str_('Coke')},0.112,0.38,1.07
"{np.str_('Pasta'), np.str_('Sandwich')}",{np.str_('Soup')},0.124,0.36,0.97
{np.str_('Fries')},{np.str_('Salad')},0.077,0.11,0.81
{np.str_('Pasta')},{np.str_('Burger')},0.244,0.16,1.25
{np.str_('Burger')},{np.str_('Soup')},0.162,0.59,1.09
{np.str_('IceCream')},{np.str_('Pasta')},0.04,0.27,1.19
{np.str_('Fries')},{np.str_('Ketchup')},0.281,0.17,0.88
"{np.str_('Pizza'), np.str_('Soup')}",{np.str_('Fries')},0.135,0.45,0.83
{np.str_('IceCream')},{np.str_('Pasta')},0.176,0.26,1.08
"{np.str_('Burger'), np.str_('Salad')}",{np.str_('Fries')},0.128,0.53,1.09
{np.str_('Pasta')},{np.str_('Salad')},0.052,0.68,1.29
"{np.str_('Pizza'), np.str_('Pasta')}",{np.str_('IceCream')},0.233,0.57,1.11
{np.str_('Pasta')},{np.str_('Sandwich')},0.095,0.69,0.9
{np.str_('Sandwich')},{np.str_('IceCream')},0.227,0.67,1.37
{np.str_('Soup')},{np.str_('Burger')},0.047,0.25,1.3
{np.str_('Pasta')},{np.str_('Coke')},0.108,0.16,1.03
{np.str_('Coke')},{np.str_('Pizza')},0.013,0.63,1.03
"{np.str_('Pizza'), np.str_('Ketchup')}",{np.str_('Salad')},0.296,0.59,1.11
{np.str_('Pizza')},{np.str_('Burger')},0.089,0.6,0.97
{np.str_('Fries')},{np.str_('IceCream')},0.249,0.42,1.09
"{np.str_('Fries'), np.str_('Burger')}",{np.str_('IceCream')},0.092,0.59,1.05
"{np.str_('Soup'), np.str_('Sandwich')}",{np.str_('Salad')},0.073,0.86,1.23
"{np.str_('IceCream'), np.str_('Salad')}",{np.str_('Soup')},0.179,0.46,1.2
{np.str_('Coke')},{np.str_('Burger')},0.174,0.25,1.19
{np.str_('Salad')},{np.str_('Soup')},0.236,0.21,1.1
"{np.str_('Soup'), np.str_('Salad')}",{np.str_('Coke')},0.245,0.22,1.42
"{np.str_('Coke'), np.str_('Sandwich')}",{np.str_('Burger')},0.033,0.13,0.92
{np.str_('Pasta')},{np.str_('Sandwich')},0.293,0.47,1.48
"{np.str_('Pizza'), np.str_('Pasta')}",{np.str_('Sandwich')},0.274,0.67,1.36
"{np.str_('Burger'), np.str_('Salad')}",{np.str_('Coke')},0.216,0.28,1.37
{np.str_('Sandwich')},{np.str_('Fries')},0.194,0.76,1.26
"{np.str_('Coke'), np.str_('IceCream')}",{np.str_('Soup')},0.089,0.55,1.19
{np.str_('Pasta')},{np.str_('Salad')},0.086,0.53,1.0
{np.str_('Sandwich')},{np.str_('Pasta')},0.156,0.26,1.33
{np.str_('Pasta')},{np.str_('Coke')},0.272,0.86,0.81
{np.str_('Burger')},{np.str_('Pizza')},0.127,0.2,1.24
{np.str_('Soup')},{np.str_('Ketchup')},0.214,0.23,0.97
{np.str_('Pizza')},{np.str_('Sandwich')},0.178,0.77,1.49
"{np.str_('Fries'), np.str_('Salad')}",{np.str_('IceCream')},0.091,0.65,0.93
"{np.str_('Ketchup'), np.str_('Burger')}",{np.str_('IceCream')},0.137,0.15,1.48
"{np.str_('Burger'), np.str_('IceCream')}",{np.str_('Fries')},0.132,0.55,1.28
{np.str_('Coke')},{np.str_('Burger')},0.104,0.89,1.4
"{np.str_('Ketchup'), np.str_('Salad')}",{np.str_('Coke')},0.205,0.36,1.29
"{np.str_('Pizza'), np.str_('Soup')}",{np.str_('Sandwich')},0.155,0.24,1.1
{np.str_('Fries')},{np.str_('Coke')},0.055,0.8,1.2
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('Ketchup')},0.26,0.49,1.12
"{np.str_('Pizza'), np.str_('Pasta')}",{np.str_('IceCream')},0.26,0.79,1.08
"{np.str_('Soup'), np.str_('Sandwich')}",{np.str_('Burger')},0.098,0.82,1.48
"{np.str_('Pizza'), np.str_('IceCream')}",{np.str_('Soup')},0.096,0.88,0.84
"{np.str_('Ketchup'), np.str_('Soup')}",{np.str_('Fries')},0.152,0.51,0.99
{np.str_('Coke')},{np.str_('Pizza')},0.198,0.76,1.15
"{np.str_('Coke'), np.str_('Pasta')}",{np.str_('Sandwich')},0.11,0.88,1.48
{np.str_('Sandwich')},{np.str_('Pizza')},0.057,0.38,1.13
"{np.str_('Pasta'), np.str_('Salad')}",{np.str_('Burger')},0.034,0.56,1.08
"{np.str_('Burger'), np.str_('Soup')}",{np.str_('Pizza')},0.175,0.27,1.49
{np.str_('Coke')},{np.str_('Ketchup')},0.224,0.13,1.31
"{np.str_('Fries'), np.str_('Burger')}",{np.str_('IceCream')},0.057,0.4,0.97
"{np.str_('Burger'), np.str_('IceCream')}",{np.str_('Ketchup')},0.111,0.1,1.2
{np.str_('Salad')},{np.str_('Burger')},0.136,0.15,1.06
{np.str_('Coke')},{np.str_('Soup')},0.231,0.34,1.18
{np.str_('Coke')},{np.str_('Fries')},0.179,0.13,1.16
{np.str_('Soup')},{np.str_('Sandwich')},0.126,0.2,1.15
"{np.str_('Soup'), np.str_('Salad')}",{np.str_('Burger')},0.241,0.31,1.46
{np.str_('Ketchup')},{np.str_('Burger')},0.042,0.69,0.89
{np.str_('Ketchup')},{np.str_('Coke')},0.103,0.5,1.15
"{np.str_('Pizza'), np.str_('Fries')}",{np.str_('IceCream')},0.081,0.68,1.08
{np.str_('Fries')},{np.str_('Salad')},0.278,0.78,1.08
{np.str_('Coke')},{np.str_('Salad')},0.29,0.77,1.36
"{np.str_('Fries'), np.str_('Burger')}",{np.str_('Ketchup')},0.22,0.28,1.09
"{np.str_('Fries'), np.str_('Soup')}",{np.str_('IceCream')},0.202,0.79,1.24
{np.str_('Coke')},{np.str_('Salad')},0.151,0.13,1.31
{np.str_('Ketchup')},{np.str_('Fries')},0.119,0.43,1.31
"{np.str_('Coke'), np.str_('Salad')}",{np.str_('Soup')},0.088,0.22,1.14
{np.str_('Sandwich')},{np.str_('Pizza')},0.184,0.8,0.81
{np.str_('Burger')},{np.str_('Salad')},0.247,0.51,1.4
"{np.str_('Burger'), np.str_('Coke')}",{np.str_('Ketchup')},0.211,0.13,1.09
"{np.str_('Soup'), np.str_('Sandwich')}",{np.str_('Burger')},0.165,0.35,1.33
"{np.str_('Fries'), np.str_('Soup')}",{np.str_('Burger')},0.091,0.25,1.38
{np.str_('Salad')},{np.str_('IceCream')},0.198,0.75,0.93
{np.str_('Salad')},{np.str_('Pizza')},0.131,0.19,0.84
{np.str_('Salad')},{np.str_('IceCream')},0.141,0.3,1.47
{np.str_('Fries')},{np.str_('Pasta')},0.19,0.27,1.42
{np.str_('IceCream')},{np.str_('Ketchup')},0.104,0.17,0.94
{np.str_('Coke')},{np.str_('Ketchup')},0.074,0.41,1.23
"{np.str_('Pasta'), np.str_('Sandwich')}",{np.str_('Salad')},0.244,0.82,1.15
"{np.str_('Coke'), np.str_('Sandwich')}",{np.str_('IceCream')},0.041,0.81,1.37
"{np.str_('Fries'), np.str_('Sandwich')}",{np.str_('Coke')},0.034,0.19,1.42
"{np.str_('Burger'), np.str_('Soup')}",{np.str_('Ketchup')},0.231,0.1,1.11
"{np.str_('Ketchup'), np.str_('Burger')}",{np.str_('Coke')},0.179,0.36,1.23
{np.str_('IceCream')},{np.str_('Burger')},0.181,0.49,1.27
{np.str_('Coke')},{np.str_('Salad')},0.093,0.24,1.12
"{np.str_('Coke'), np.str_('Pasta')}",{np.str_('Fries')},0.036,0.89,1.13
{np.str_('Soup')},{np.str_('Salad')},0.176,0.34,0.88
{np.str_('Salad')},{np.str_('Pizza')},0.289,0.9,1.36
"{np.str_('Pizza'), np.str_('Coke')}",{np.str_('IceCream')},0.183,0.24,0.92
"{np.str_('Pizza'), np.str_('Burger')}",{np.str_('Sandwich')},0.287,0.86,1.19
{np.str_('IceCream')},{np.str_('Pizza')},0.257,0.89,1.27
"{np.str_('Ketchup'), np.str_('Coke')}",{np.str_('Soup')},0.231,0.76,1.1
{np.str_('Burger')},{np.str_('Pizza')},0.042,0.41,1.3
"{np.str_('Pasta'), np.str_('Sandwich')}",{np.str_('Fries')},0.011,0.36,1.01
"{np.str_('Burger'), np.str_('Sandwich')}",{np.str_('Fries')},0.197,0.61,0.84
"{np.str_('Coke'), np.str_('Salad')}",{np.str_('Burger')},0.011,0.38,0.81
{np.str_('Ketchup')},{np.str_('Burger')},0.05,0.15,0.92
"{np.str_('Coke'), np.str_('IceCream')}",{np.str_('Soup')},0.222,0.51,1.19
"{np.str_('Ketchup'), np.str_('Pasta')}",{np.str_('Soup')},0.221,0.36,1.36
{np.str_('Burger')},{np.str_('IceCream')},0.115,0.11,1.21
"{np.str_('IceCream'), np.str_('Sandwich')}",{np.str_('Soup')},0.241,0.53,1.3
"{np.str_('Ketchup'), np.str_('Burger')}",{np.str_('Salad')},0.171,0.4,1.18
{np.str_('Ketchup')},{np.str_('Pizza')},0.049,0.67,1.45
